8,13.071495
8,12.552166
8,13.668967
8,13.039345
8,12.753166
8,12.691996
8,12.974139
8,12.420241
8,12.738107
8,12.891143
8,12.645898
8,13.079255
8,12.291450
8,12.746220
8,16.580418
8,15.110498
8,13.860433
8,13.661446
8,14.358573
8,14.354918
8,13.589438
8,15.183593
8,11.332570
8,11.622200
8,11.351603
8,11.651455
8,12.190528
8,11.688232
8,11.767326
8,11.539589
8,11.677287
8,11.503328
8,11.608351
8,11.675830
8,11.667654
8,11.679831
8,11.683473
8,11.603692
8,11.641170
8,11.684276
8,11.698401
8,11.757082
8,11.647012
8,11.609335
8,11.687523
8,11.489053
8,11.607150
8,12.209180
8,11.617737
8,11.708184
