1,2.357699
1,2.692637
1,2.430693
1,1.749884
1,1.856662
1,1.556455
1,1.879992
1,2.470834
1,2.612342
1,1.670498
1,1.958744
1,1.679537
1,1.474297
1,2.078155
1,1.831218
1,2.372562
1,1.637797
1,1.943543
1,2.494974
1,1.812334
1,1.687996
1,1.669768
1,2.036692
1,1.819664
1,2.292867
1,2.070087
1,1.565352
1,2.225451
1,2.306520
1,2.554881
1,2.281065
1,2.177423
1,2.452874
1,1.483644
1,1.617793
1,1.826332
1,2.342473
1,2.226160
1,1.722417
1,1.958358
1,1.696113
1,2.176410
1,2.213353
1,2.171133
1,2.181230
1,2.144662
1,2.099782
1,2.177687
1,2.195046
1,2.095212
1,1.779680
1,1.784064
1,1.797750
1,1.817532
1,1.819549
1,1.784810
1,1.805426
1,1.776634
1,1.809179
1,1.783147
1,1.654121
1,2.534253
1,2.508993
1,2.495034
1,2.485009
1,2.495215
1,2.498303
1,2.510417
1,2.485182
1,2.500391
1,2.463760
1,2.529852
1,2.489024
1,2.475512
1,2.524176
1,2.508254
1,2.474457
1,2.473714
1,2.535224
1,2.499304
