0, 0.000007, 0.393053, 0.000008, 0.000008, 0.000025, 0.393101
0, 0.000010, 0.395359, 0.000012, 0.000014, 0.000034, 0.395429
0, 0.000007, 0.427874, 0.000010, 0.000013, 0.000043, 0.427947
0, 0.000008, 0.397305, 0.000010, 0.000014, 0.000035, 0.397372
0, 0.000007, 0.658210, 0.000010, 0.000015, 0.000050, 0.658292
0, 0.000007, 0.993543, 0.000009, 0.000011, 0.000025, 0.993595
0, 0.000023, 0.510436, 0.000032, 0.000034, 0.000039, 0.510564
0, 0.000009, 0.899743, 0.000022, 0.000017, 0.000034, 0.899825
0, 0.000008, 0.651576, 0.000023, 0.000014, 0.000042, 0.651663
0, 0.000009, 0.990094, 0.000021, 0.000015, 0.000031, 0.990170
0, 0.000008, 0.989494, 0.000022, 0.000013, 0.000032, 0.989569
0, 0.000008, 0.989513, 0.000023, 0.000017, 0.000031, 0.989592
0, 0.000008, 0.052437, 0.000027, 0.000024, 0.000048, 0.052544
0, 0.000008, 0.779423, 0.000022, 0.000016, 0.000031, 0.779500
0, 0.000008, 0.539582, 0.000028, 0.000021, 0.000052, 0.539691
0, 0.000009, 0.694673, 0.000020, 0.000010, 0.000041, 0.694753
0, 0.000021, 0.619342, 0.000022, 0.000014, 0.000045, 0.619444
0, 0.000020, 0.481754, 0.000020, 0.000015, 0.000051, 0.481860
0, 0.000021, 0.730473, 0.000020, 0.000011, 0.000037, 0.730562
0, 0.000010, 0.215357, 0.000027, 0.000019, 0.000037, 0.215450
0, 0.000019, 0.762154, 0.000041, 0.000013, 0.000034, 0.762261
0, 0.000020, 0.306090, 0.000029, 0.000011, 0.000038, 0.306188
0, 0.000020, 0.985823, 0.000026, 0.000014, 0.000039, 0.985922
0, 0.000015, 0.769426, 0.000013, 0.000014, 0.000030, 0.769498
0, 0.000015, 0.538270, 0.000013, 0.000011, 0.000027, 0.538336
0, 0.000015, 0.931967, 0.000017, 0.000018, 0.000027, 0.932044
0, 0.000015, 0.658256, 0.000014, 0.000013, 0.000050, 0.658348
0, 0.000020, 0.341887, 0.000010, 0.000010, 0.000037, 0.341964
0, 0.000019, 0.994210, 0.000013, 0.000015, 0.000037, 0.994294
0, 0.000018, 0.990257, 0.000009, 0.000008, 0.000029, 0.990321
0, 0.000008, 0.992900, 0.000008, 0.000016, 0.000033, 0.992965
0, 0.000019, 0.990490, 0.000009, 0.000012, 0.000031, 0.990561
0, 0.000012, 0.401920, 0.000020, 0.000021, 0.000040, 0.402013
0, 0.000011, 0.425518, 0.000012, 0.000012, 0.000024, 0.425577
0, 0.000019, 0.793148, 0.000015, 0.000011, 0.000034, 0.793227
0, 0.000010, 0.258632, 0.000014, 0.000013, 0.000037, 0.258706
0, 0.000009, 0.591226, 0.000012, 0.000014, 0.000032, 0.591293
0, 0.000010, 0.939716, 0.000016, 0.000015, 0.000030, 0.939787
0, 0.000020, 0.373781, 0.000012, 0.000013, 0.000052, 0.373878
0, 0.000018, 0.714258, 0.000008, 0.000012, 0.000035, 0.714331
0, 0.000018, 0.826836, 0.000009, 0.000010, 0.000035, 0.826908
0, 0.000017, 0.515721, 0.000009, 0.000012, 0.000052, 0.515811
0, 0.000009, 0.737618, 0.000009, 0.000011, 0.000037, 0.737684
0, 0.000009, 0.992009, 0.000009, 0.000012, 0.000035, 0.992074
0, 0.000008, 0.993201, 0.000009, 0.000011, 0.000038, 0.993267
0, 0.000010, 0.993309, 0.000009, 0.000011, 0.000035, 0.993374
0, 0.000009, 0.993106, 0.000009, 0.000013, 0.000039, 0.993176
0, 0.000033, 0.842128, 0.000013, 0.000014, 0.000035, 0.842223
0, 0.000022, 0.912911, 0.000068, 0.000012, 0.000015, 0.913028
0, 0.000015, 0.209642, 0.000074, 0.000010, 0.000017, 0.209758
0, 0.000041, 0.596899, 0.000036, 0.000012, 0.000033, 0.597021
0, 0.000015, 0.219490, 0.000026, 0.000009, 0.000045, 0.219585
0, 0.000033, 0.686204, 0.000029, 0.000011, 0.000033, 0.686310
