dataset,krao,selection,proj_sel,proj_sel_qtt,bang,total
2, 0.078491, 0.265401, 0.049219, 0.061235, 0.011078, 0.465424
2, 0.053862, 0.250624, 0.048545, 0.076039, 0.011411, 0.440481
2, 0.159429, 0.242197, 0.040505, 0.050912, 0.011075, 0.504118
2, 0.072194, 0.265803, 0.048233, 0.067217, 0.011409, 0.464856
2, 0.083138, 0.172013, 0.041137, 0.058347, 0.012169, 0.366804
2, 0.062513, 0.221624, 0.048519, 0.084203, 0.011432, 0.428291
2, 0.104811, 0.251249, 0.049678, 0.056790, 0.011433, 0.473961
2, 0.056122, 0.174274, 0.042550, 0.059544, 0.012159, 0.344649
2, 0.053153, 0.373970, 0.041896, 0.057972, 0.011447, 0.538438
2, 0.070820, 0.262728, 0.040214, 0.054770, 0.011782, 0.440314
2, 0.240384, 0.160147, 0.049332, 0.049700, 0.010780, 0.510343
2, 0.041174, 0.150419, 0.037704, 0.056563, 0.012173, 0.298033
2, 0.080159, 0.150168, 0.037758, 0.056268, 0.012171, 0.336524
2, 0.052495, 0.150809, 0.037535, 0.055996, 0.012161, 0.308996
2, 0.042060, 0.150554, 0.037129, 0.055465, 0.012160, 0.297368
2, 0.047081, 0.150682, 0.037193, 0.055983, 0.012201, 0.303140
2, 0.060545, 0.150949, 0.037393, 0.055997, 0.012157, 0.317041
2, 0.051865, 0.140946, 0.040246, 0.052381, 0.011398, 0.296836
2, 0.055827, 0.150134, 0.041642, 0.055579, 0.012162, 0.315344
2, 0.051443, 0.141159, 0.041515, 0.054243, 0.011781, 0.300141
2, 0.043250, 0.145572, 0.041293, 0.054222, 0.011831, 0.296168
2, 0.053294, 0.143156, 0.042607, 0.055490, 0.012162, 0.306709
2, 0.132189, 0.150072, 0.041192, 0.055726, 0.012160, 0.391339
2, 0.052144, 0.150091, 0.041302, 0.055855, 0.012150, 0.311542
2, 0.056409, 0.143669, 0.040559, 0.055354, 0.011396, 0.307387
2, 0.042821, 0.150553, 0.040698, 0.055360, 0.012195, 0.301627
2, 0.071012, 0.145708, 0.038908, 0.053292, 0.011789, 0.320709
2, 0.072251, 0.145780, 0.039361, 0.055127, 0.012183, 0.324702
2, 0.053646, 0.150515, 0.038254, 0.054591, 0.012184, 0.309190
2, 0.054153, 0.145590, 0.039605, 0.055010, 0.012187, 0.306545
2, 0.054327, 0.150514, 0.039765, 0.055331, 0.012183, 0.312120
2, 0.066306, 0.150557, 0.038790, 0.055186, 0.012174, 0.323013
2, 0.074467, 0.149528, 0.040129, 0.055574, 0.012180, 0.331878
2, 0.044119, 0.150483, 0.040501, 0.055107, 0.012183, 0.302393
2, 0.089463, 0.142464, 0.039614, 0.055416, 0.012174, 0.339131
2, 0.050379, 0.150699, 0.040436, 0.055643, 0.012204, 0.309361
2, 0.058061, 0.151061, 0.040634, 0.055785, 0.012182, 0.317723
2, 0.058355, 0.150033, 0.039422, 0.055655, 0.012148, 0.315613
2, 0.066227, 0.150134, 0.039338, 0.055017, 0.012157, 0.322873
2, 0.054767, 0.150103, 0.039813, 0.055664, 0.012167, 0.312514
2, 0.050186, 0.149820, 0.040163, 0.055085, 0.012155, 0.307409
2, 0.036052, 0.194550, 0.048166, 0.086370, 0.016684, 0.381822
2, 0.064662, 0.149912, 0.039329, 0.055281, 0.012153, 0.321337
2, 0.065541, 0.150013, 0.039690, 0.055566, 0.012159, 0.322969
2, 0.047968, 0.222407, 0.047575, 0.086398, 0.014039, 0.418387
2, 0.051733, 0.149955, 0.039277, 0.054841, 0.012171, 0.307977
2, 0.061660, 0.149968, 0.039971, 0.056003, 0.012171, 0.319773
2, 0.040283, 0.150281, 0.042151, 0.056517, 0.012174, 0.301406
2, 0.048099, 0.150884, 0.041222, 0.056298, 0.012171, 0.308674
2, 0.058176, 0.174115, 0.040830, 0.057753, 0.012156, 0.343030
2, 0.043854, 0.149994, 0.040519, 0.055848, 0.012163, 0.302378
2, 0.056200, 0.150665, 0.039975, 0.055960, 0.012157, 0.314957
2, 0.046406, 0.149924, 0.040144, 0.055863, 0.013850, 0.306187
2, 0.049311, 0.150150, 0.039577, 0.055414, 0.012155, 0.306607
2, 0.045480, 0.149924, 0.039827, 0.055923, 0.012157, 0.303311
2, 0.036372, 0.149873, 0.039410, 0.055734, 0.012169, 0.293558
2, 0.043847, 0.150567, 0.040038, 0.055031, 0.012187, 0.301670
2, 0.061797, 0.146921, 0.038965, 0.054875, 0.012164, 0.314722
2, 0.047990, 0.141062, 0.041398, 0.052267, 0.011402, 0.294119
2, 0.052225, 0.185589, 0.047597, 0.086392, 0.016671, 0.388474
2, 0.040490, 0.151800, 0.042351, 0.055556, 0.012163, 0.302360
2, 0.045303, 0.150546, 0.040485, 0.057327, 0.012177, 0.305838
2, 0.064555, 0.169477, 0.039936, 0.058806, 0.012161, 0.344935
2, 0.052914, 0.149994, 0.040313, 0.055828, 0.012152, 0.311201
2, 0.044151, 0.149870, 0.039579, 0.056103, 0.012161, 0.301864
2, 0.036742, 0.149874, 0.039465, 0.055012, 0.012159, 0.293252
2, 0.044986, 0.150330, 0.039415, 0.055704, 0.012163, 0.302598
2, 0.068755, 0.149922, 0.038834, 0.066427, 0.016666, 0.340604
2, 0.035655, 0.149820, 0.039637, 0.054913, 0.012151, 0.292176
2, 0.038527, 0.225222, 0.048010, 0.086293, 0.014496, 0.412548
2, 0.050233, 0.149858, 0.040100, 0.055735, 0.012159, 0.308085
2, 0.044274, 0.222714, 0.046917, 0.085781, 0.012902, 0.412588
2, 0.041355, 0.222522, 0.047133, 0.085662, 0.015049, 0.411721
2, 0.056729, 0.233611, 0.047526, 0.081332, 0.011419, 0.430617
2, 0.047483, 0.222282, 0.047394, 0.086256, 0.014698, 0.418113
2, 0.039718, 0.149845, 0.040300, 0.055314, 0.012157, 0.297334
2, 0.043202, 0.149937, 0.040234, 0.055865, 0.012158, 0.301396
2, 0.056731, 0.148994, 0.039358, 0.055482, 0.012157, 0.312722
2, 0.052847, 0.153068, 0.041563, 0.056187, 0.012160, 0.315825
2, 0.048042, 0.150003, 0.040280, 0.056488, 0.012155, 0.306968
2, 0.074014, 0.175528, 0.044197, 0.059153, 0.011396, 0.364288
2, 0.060163, 0.175645, 0.042236, 0.056180, 0.012162, 0.346386
2, 0.053021, 0.222135, 0.047528, 0.086373, 0.012710, 0.421767
2, 0.041193, 0.149969, 0.040035, 0.055233, 0.012163, 0.298593
2, 0.055059, 0.151233, 0.040123, 0.055896, 0.012159, 0.314470
2, 0.045814, 0.149889, 0.039559, 0.055668, 0.012156, 0.303086
2, 0.050034, 0.149868, 0.039889, 0.055937, 0.012147, 0.307875
2, 0.053560, 0.150074, 0.040080, 0.055980, 0.012155, 0.311849
2, 0.074676, 0.149956, 0.039025, 0.055798, 0.012151, 0.331606
2, 0.034665, 0.149895, 0.040106, 0.055207, 0.012159, 0.292032
2, 0.045421, 0.149942, 0.040603, 0.055721, 0.012146, 0.303833
2, 0.049166, 0.145422, 0.039270, 0.054293, 0.011754, 0.299905
2, 0.093681, 0.141474, 0.039004, 0.054245, 0.011777, 0.340181
2, 0.064120, 0.145293, 0.038608, 0.053853, 0.011755, 0.313629
2, 0.047970, 0.149978, 0.039213, 0.055372, 0.012171, 0.304704
2, 0.060596, 0.149903, 0.040312, 0.055946, 0.012155, 0.318912
2, 0.099654, 0.145262, 0.038959, 0.054386, 0.011768, 0.350029
2, 0.044733, 0.150230, 0.040706, 0.055428, 0.012163, 0.303260
2, 0.066372, 0.149984, 0.040789, 0.056223, 0.012159, 0.325527
2, 0.050302, 0.150026, 0.040477, 0.055398, 0.012155, 0.308358
2, 0.043884, 0.222467, 0.047283, 0.085671, 0.014888, 0.414193
2, 0.057416, 0.149895, 0.039764, 0.056122, 0.012155, 0.315352
2, 0.043459, 0.149826, 0.040384, 0.055997, 0.012157, 0.301823
2, 0.044760, 0.149724, 0.040268, 0.055282, 0.012164, 0.302198
2, 0.048792, 0.149987, 0.039691, 0.055983, 0.012150, 0.306603
2, 0.045867, 0.221979, 0.048257, 0.086729, 0.012253, 0.415085
2, 0.052509, 0.148986, 0.040421, 0.055217, 0.012153, 0.309286
2, 0.048673, 0.150195, 0.039616, 0.055370, 0.012159, 0.306013
2, 0.054436, 0.150108, 0.042314, 0.075508, 0.012158, 0.334524
2, 0.049324, 0.222090, 0.047635, 0.086399, 0.011946, 0.417394
2, 0.032882, 0.150140, 0.039385, 0.056033, 0.016441, 0.294881
2, 0.048842, 0.150070, 0.039867, 0.055580, 0.012152, 0.306511
2, 0.042344, 0.222644, 0.047404, 0.085775, 0.014823, 0.412990
2, 0.057284, 0.222055, 0.047033, 0.084934, 0.011074, 0.422380
2, 0.037669, 0.150062, 0.039671, 0.055696, 0.012216, 0.295314
2, 0.054639, 0.149777, 0.040320, 0.055929, 0.012167, 0.312832
2, 0.051357, 0.222107, 0.041538, 0.055191, 0.012155, 0.382348
2, 0.037486, 0.149687, 0.041743, 0.055580, 0.012170, 0.296666
2, 0.060458, 0.152736, 0.041360, 0.056169, 0.012160, 0.322883
2, 0.069690, 0.141137, 0.041499, 0.052184, 0.011394, 0.315904
2, 0.064229, 0.145952, 0.040024, 0.055833, 0.012158, 0.318196
2, 0.063747, 0.136891, 0.041285, 0.051557, 0.011049, 0.304529
2, 0.072197, 0.141133, 0.038530, 0.052737, 0.011395, 0.315992
2, 0.069728, 0.141124, 0.039670, 0.055278, 0.012169, 0.317969
2, 0.043876, 0.149754, 0.040326, 0.055973, 0.012168, 0.302097
2, 0.043154, 0.256183, 0.046733, 0.077148, 0.011484, 0.434702
2, 0.069748, 0.149865, 0.039662, 0.055358, 0.012156, 0.326789
2, 0.058513, 0.145379, 0.042290, 0.056789, 0.012179, 0.315150
2, 0.043787, 0.150025, 0.038982, 0.055388, 0.012154, 0.300336
2, 0.068663, 0.145414, 0.041063, 0.055611, 0.012167, 0.322918
2, 0.148951, 0.149871, 0.037972, 0.054769, 0.012162, 0.403725
2, 0.054855, 0.141298, 0.041599, 0.052487, 0.011382, 0.301621
2, 0.054976, 0.150003, 0.040309, 0.055828, 0.012158, 0.313274
2, 0.070074, 0.141086, 0.039634, 0.055660, 0.012159, 0.318613
2, 0.043814, 0.149896, 0.039801, 0.055282, 0.012155, 0.300948
2, 0.035517, 0.149821, 0.039816, 0.056057, 0.012178, 0.293389
2, 0.052704, 0.292907, 0.065922, 0.052363, 0.011052, 0.474948
2, 0.053711, 0.145235, 0.039146, 0.054009, 0.011773, 0.303874
2, 0.046179, 0.149902, 0.040282, 0.055308, 0.012160, 0.303831
2, 0.060375, 0.164334, 0.040244, 0.055276, 0.012158, 0.332387
2, 0.052862, 0.149961, 0.040645, 0.055881, 0.012158, 0.311507
2, 0.046094, 0.150046, 0.040196, 0.056918, 0.012156, 0.305410
2, 0.049924, 0.150029, 0.040143, 0.055886, 0.012230, 0.308212
2, 0.052338, 0.150220, 0.039239, 0.055686, 0.012158, 0.309641
2, 0.055946, 0.149977, 0.039321, 0.055593, 0.012152, 0.312989
2, 0.053553, 0.189465, 0.047700, 0.086455, 0.016674, 0.393847
2, 0.038572, 0.222204, 0.046825, 0.086272, 0.015507, 0.409380
2, 0.037297, 0.140811, 0.041064, 0.052813, 0.011401, 0.283386
2, 0.045644, 0.137969, 0.042207, 0.053507, 0.011400, 0.290727
2, 0.067910, 0.145447, 0.039087, 0.054206, 0.011759, 0.318409
2, 0.043954, 0.141105, 0.041841, 0.053073, 0.011399, 0.291372
2, 0.046531, 0.222638, 0.046848, 0.085546, 0.012887, 0.414450
2, 0.041260, 0.150239, 0.041072, 0.055829, 0.012172, 0.300572
2, 0.041165, 0.149941, 0.040315, 0.056150, 0.012165, 0.299736
2, 0.043931, 0.140973, 0.040120, 0.053098, 0.011426, 0.289548
2, 0.060561, 0.140594, 0.040914, 0.052987, 0.011395, 0.306451
2, 0.038503, 0.143917, 0.041229, 0.053297, 0.011397, 0.288343
2, 0.043092, 0.150211, 0.041149, 0.055561, 0.012162, 0.302175
2, 0.042467, 0.150223, 0.041634, 0.055787, 0.012168, 0.302279
2, 0.051719, 0.150189, 0.041003, 0.055203, 0.012162, 0.310276
2, 0.040569, 0.152893, 0.041176, 0.058597, 0.012149, 0.305384
2, 0.050849, 0.150165, 0.039809, 0.056074, 0.012171, 0.309068
2, 0.050617, 0.149893, 0.039745, 0.055799, 0.012158, 0.308212
2, 0.071386, 0.140763, 0.039034, 0.052631, 0.011389, 0.315203
2, 0.060658, 0.142265, 0.039868, 0.054677, 0.012148, 0.309616
2, 0.099300, 0.148318, 0.039299, 0.055096, 0.012165, 0.354178
2, 0.067309, 0.149969, 0.040145, 0.055925, 0.012164, 0.325512
2, 0.057952, 0.144605, 0.039881, 0.055030, 0.012160, 0.309628
2, 0.043743, 0.150273, 0.040425, 0.056272, 0.012172, 0.302885
2, 0.034285, 0.150180, 0.040084, 0.055518, 0.012164, 0.292231
2, 0.040097, 0.197256, 0.040939, 0.055412, 0.012162, 0.345866
2, 0.054575, 0.150163, 0.040088, 0.056299, 0.012163, 0.313288
2, 0.220243, 0.141676, 0.041206, 0.051773, 0.011049, 0.465947
2, 0.073481, 0.145413, 0.038581, 0.054374, 0.011780, 0.323629
2, 0.047331, 0.141845, 0.042500, 0.053172, 0.011400, 0.296248
2, 0.042673, 0.222164, 0.047253, 0.088218, 0.013892, 0.414200
2, 0.083890, 0.144481, 0.039403, 0.054356, 0.011770, 0.333900
