1,1.698002
1,2.109701
1,2.145461
1,2.123589
1,2.121355
1,2.127599
1,2.154803
1,2.152386
1,2.143003
1,2.132699
==============

1,2.548099
1,2.456808
1,2.450216
1,2.479629
1,2.442548
1,2.449960
1,2.463428
1,2.449086
1,2.447497
1,2.469510

=========== farray notation
1,2.566638
1,2.420327
1,2.421586
1,2.445220
1,2.415849
1,2.427471
1,2.415249
1,2.427705
1,2.415962
1,2.44238

== new try
1,1.530621
1,2.136600
1,2.112594
1,2.123141
1,2.148461
1,2.113193
1,2.008063
1,2.159556
1,2.131752
1,2.124419
======new avx================

1,2.663075
1,1.912594
1,1.579210
1,2.674085
1,1.918464
1,1.965920
1,2.106907
1,1.739105
1,2.229368
1,2.117557
