dataset,krao,selection,proj_sel,proj_sel_qtt,bang,total
16, 0.211980, 1.108327, 0.275560, 0.391305, 0.086067, 2.073239
16, 0.168813, 1.109469, 0.319699, 0.422126, 0.088309, 2.108416
16, 0.213253, 1.086066, 0.276310, 0.386382, 0.085700, 2.047711
16, 0.170370, 1.082067, 0.282316, 0.386220, 0.085598, 2.006571
16, 0.198202, 1.108456, 0.327794, 0.403203, 0.088145, 2.125800
16, 0.174050, 1.085414, 0.280477, 0.384363, 0.085719, 2.010023
16, 0.186633, 1.096529, 0.275924, 0.386859, 0.085689, 2.031634
16, 0.164520, 1.120707, 0.290378, 0.381590, 0.085648, 2.042843
16, 0.180812, 1.154256, 0.278816, 0.385480, 0.085655, 2.085019
16, 0.164162, 1.110395, 0.328563, 0.402292, 0.088143, 2.093555
16, 0.164091, 1.071762, 0.277002, 0.388331, 0.085646, 1.986832
16, 0.205802, 1.080787, 0.271630, 0.383769, 0.085752, 2.027740
16, 0.216316, 1.168439, 0.274849, 0.387702, 0.086481, 2.133787
16, 0.227858, 1.087837, 0.277279, 0.383291, 0.085655, 2.061920
16, 0.177344, 1.110002, 0.329992, 0.404916, 0.085637, 2.107891
16, 0.231028, 1.089555, 0.281257, 0.386051, 0.085717, 2.073608
16, 0.199572, 1.137099, 0.328382, 0.413605, 0.089137, 2.167795
16, 0.257073, 1.109335, 0.273385, 0.393659, 0.088257, 2.121709
16, 0.192307, 1.161128, 0.278570, 0.393808, 0.088607, 2.114420
16, 0.180251, 1.111482, 0.275641, 0.393874, 0.088436, 2.049684
16, 0.204907, 1.089998, 0.270878, 0.383856, 0.085685, 2.035324
16, 0.147919, 1.141303, 0.336286, 0.416912, 0.091595, 2.134015
16, 0.186212, 1.115996, 0.281714, 0.403031, 0.090974, 2.077927
16, 0.185397, 1.175079, 0.283220, 0.395642, 0.088390, 2.127728
16, 0.214244, 1.129198, 0.279772, 0.396231, 0.088402, 2.107847
16, 0.216533, 1.107934, 0.280607, 0.394605, 0.088680, 2.088359
16, 0.212162, 1.167362, 0.273381, 0.395913, 0.089225, 2.138043
16, 0.180701, 1.211612, 0.312056, 0.414821, 0.091036, 2.210226
16, 0.132648, 1.113296, 0.283738, 0.390888, 0.088305, 2.008875
16, 0.209979, 1.108403, 0.283181, 0.396450, 0.088518, 2.086531
16, 0.238825, 1.104921, 0.283601, 0.397694, 0.088220, 2.113261
16, 0.226781, 1.100817, 0.287709, 0.395322, 0.088534, 2.099163
16, 0.184847, 1.131103, 0.285718, 0.394995, 0.088608, 2.085271
16, 0.205200, 1.102790, 0.279700, 0.395264, 0.088332, 2.071286
16, 0.209994, 1.101426, 0.278762, 0.394194, 0.088470, 2.072846
16, 0.187897, 1.110413, 0.277904, 0.394736, 0.088859, 2.059809
16, 0.208914, 1.177483, 0.280009, 0.396074, 0.088310, 2.150790
16, 0.201969, 1.076105, 0.279519, 0.384658, 0.085775, 2.028026
16, 0.211434, 1.080970, 0.281961, 0.385462, 0.086684, 2.046511
16, 0.142658, 1.111974, 0.327180, 0.401889, 0.088155, 2.071856
16, 0.226794, 1.073654, 0.278399, 0.381847, 0.085773, 2.046467
16, 0.210453, 1.088043, 0.338531, 0.402202, 0.088213, 2.127442
16, 0.134883, 1.092272, 0.273696, 0.386399, 0.085825, 1.973075
16, 0.214487, 1.082085, 0.281808, 0.386943, 0.085877, 2.051200
16, 0.202597, 1.101218, 0.328855, 0.427295, 0.086063, 2.146028
16, 0.297104, 1.065536, 0.271871, 0.387758, 0.085637, 2.107906
16, 0.168399, 1.110585, 0.316176, 0.402948, 0.088159, 2.086267
16, 0.165132, 1.110486, 0.323720, 0.390756, 0.085623, 2.075717
16, 0.191300, 1.110986, 0.330836, 0.406327, 0.088176, 2.127625
16, 0.147139, 1.140370, 0.320668, 0.411238, 0.088638, 2.108053
16, 0.182989, 1.172719, 0.285059, 0.398701, 0.091799, 2.131267
16, 0.142708, 1.189720, 0.273788, 0.391402, 0.088931, 2.086549
16, 0.209554, 1.081658, 0.280606, 0.385409, 0.085648, 2.042875
16, 0.237450, 1.084995, 0.281098, 0.385977, 0.085650, 2.075170
16, 0.210531, 1.099812, 0.275460, 0.384648, 0.085851, 2.056302
16, 0.179041, 1.103288, 0.331191, 0.401137, 0.088144, 2.102801
16, 0.205465, 1.109438, 0.272978, 0.392683, 0.088252, 2.068816
16, 0.147241, 1.119034, 0.280181, 0.415520, 0.088484, 2.050460
16, 0.179888, 1.084565, 0.277622, 0.385207, 0.085762, 2.013044
16, 0.169514, 1.111747, 0.338092, 0.386506, 0.085639, 2.091498
16, 0.178463, 1.084728, 0.279005, 0.381384, 0.085621, 2.009201
16, 0.165798, 1.102504, 0.331480, 0.406110, 0.088203, 2.094095
16, 0.181222, 1.078397, 0.271807, 0.384489, 0.085640, 2.001555
16, 0.234491, 1.083007, 0.273569, 0.382992, 0.085668, 2.059727
16, 0.169012, 1.082208, 0.283991, 0.385745, 0.085638, 2.006594
16, 0.215485, 1.085378, 0.274425, 0.383401, 0.086733, 2.045422
16, 0.217359, 1.084574, 0.271183, 0.384930, 0.085680, 2.043726
16, 0.197702, 1.140138, 0.275805, 0.385323, 0.085679, 2.084647
16, 0.197889, 1.101838, 0.331613, 0.401808, 0.088414, 2.121562
16, 0.209660, 1.082168, 0.283479, 0.387847, 0.085654, 2.048808
16, 0.184198, 1.160268, 0.274633, 0.384608, 0.085855, 2.089562
16, 0.155910, 1.081534, 0.281341, 0.384788, 0.085653, 1.989226
16, 0.181579, 1.111208, 0.337426, 0.403000, 0.088618, 2.121831
16, 0.171823, 1.103863, 0.338067, 0.406503, 0.088354, 2.108610
16, 0.167636, 1.102901, 0.334389, 0.406889, 0.088202, 2.100017
16, 0.130424, 1.083315, 0.279378, 0.381653, 0.085765, 1.960535
16, 0.186869, 1.104348, 0.278920, 0.383672, 0.085656, 2.039465
16, 0.246959, 1.083041, 0.264828, 0.386567, 0.085984, 2.067379
16, 0.257310, 1.103628, 0.331899, 0.401473, 0.088153, 2.182463
16, 0.210226, 1.081009, 0.278913, 0.395038, 0.088419, 2.053605
16, 0.213717, 1.080978, 0.274926, 0.391497, 0.088288, 2.049406
16, 0.177067, 1.083864, 0.280464, 0.384206, 0.085698, 2.011299
16, 0.161357, 1.091919, 0.274856, 0.385394, 0.085717, 1.999243
16, 0.177493, 1.108421, 0.317390, 0.407319, 0.088193, 2.098816
16, 0.149020, 1.113316, 0.317873, 0.408386, 0.088253, 2.076848
16, 0.172446, 1.108724, 0.326124, 0.404897, 0.088135, 2.100326
16, 0.181913, 1.113065, 0.329475, 0.405864, 0.088131, 2.118448
16, 0.148019, 1.112079, 0.328946, 0.404608, 0.088423, 2.082075
16, 0.176623, 1.097775, 0.275253, 0.383270, 0.086050, 2.018971
16, 0.159179, 1.096872, 0.287724, 0.383384, 0.085653, 2.012812
16, 0.187131, 1.165685, 0.325021, 0.393852, 0.088250, 2.159939
16, 0.253171, 1.100521, 0.283537, 0.397150, 0.088833, 2.123212
16, 0.215993, 1.111580, 0.280783, 0.396060, 0.088425, 2.092841
16, 0.183868, 1.112061, 0.283047, 0.397697, 0.088287, 2.064960
16, 0.252611, 1.105815, 0.280219, 0.396243, 0.088253, 2.123141
16, 0.180697, 1.117409, 0.287785, 0.395100, 0.089132, 2.070123
16, 0.209291, 1.114660, 0.279700, 0.400804, 0.089325, 2.093780
16, 0.150163, 1.112171, 0.278129, 0.391987, 0.088234, 2.020684
16, 0.182350, 1.108115, 0.282163, 0.408921, 0.088386, 2.069935
16, 0.166383, 1.113901, 0.311978, 0.403492, 0.088158, 2.083912
16, 0.175652, 1.140269, 0.349594, 0.390898, 0.088507, 2.144920
16, 0.205183, 1.107549, 0.284448, 0.391046, 0.088316, 2.076542
16, 0.217538, 1.129229, 0.277984, 0.412981, 0.088256, 2.125988
16, 0.186078, 1.178720, 0.282709, 0.395545, 0.088844, 2.131896
16, 0.180863, 1.077701, 0.282470, 0.384525, 0.085639, 2.011198
16, 0.237723, 1.099986, 0.277385, 0.385021, 0.085658, 2.085773
16, 0.178585, 1.085515, 0.285245, 0.388117, 0.085760, 2.023222
16, 0.185372, 1.099537, 0.276926, 0.384975, 0.085720, 2.032530
16, 0.170821, 1.087864, 0.269645, 0.383675, 0.085640, 1.997645
16, 0.212141, 1.080187, 0.277657, 0.388916, 0.085664, 2.044565
16, 0.183212, 1.169488, 0.275014, 0.392682, 0.089210, 2.109606
16, 0.175668, 1.162785, 0.282278, 0.399464, 0.088460, 2.108655
16, 0.163154, 1.204519, 0.346922, 0.417122, 0.091131, 2.222848
16, 0.176015, 1.104211, 0.288311, 0.391460, 0.088489, 2.048486
16, 0.162812, 1.185244, 0.276995, 0.411162, 0.088300, 2.124513
16, 0.176643, 1.116266, 0.290111, 0.393032, 0.088864, 2.064916
16, 0.171129, 1.126375, 0.282127, 0.398637, 0.088309, 2.066577
16, 0.213511, 1.219618, 0.277864, 0.396397, 0.088489, 2.195879
16, 0.178562, 1.108601, 0.286756, 0.396683, 0.089127, 2.059729
16, 0.250194, 1.113395, 0.282594, 0.397093, 0.088239, 2.131515
16, 0.215928, 1.112158, 0.287262, 0.391827, 0.088225, 2.095400
16, 0.175479, 1.106851, 0.285116, 0.394473, 0.088253, 2.050172
16, 0.216985, 1.102116, 0.289544, 0.395373, 0.088234, 2.092252
16, 0.178941, 1.112563, 0.285082, 0.399787, 0.090401, 2.066774
16, 0.239354, 1.105157, 0.285064, 0.394831, 0.088344, 2.112750
16, 0.173421, 1.112160, 0.288658, 0.396518, 0.088887, 2.059644
16, 0.188127, 1.104877, 0.279111, 0.395106, 0.089054, 2.056275
16, 0.165074, 1.121079, 0.287215, 0.396869, 0.088444, 2.058681
16, 0.168691, 1.134111, 0.289158, 0.397179, 0.089050, 2.078189
16, 0.180841, 1.106384, 0.280055, 0.400745, 0.088645, 2.056670
16, 0.205258, 1.109290, 0.286416, 0.395603, 0.088926, 2.085493
16, 0.253997, 1.104679, 0.281232, 0.394272, 0.088324, 2.122504
16, 0.181237, 1.130177, 0.281279, 0.398819, 0.088817, 2.080329
16, 0.189986, 1.110012, 0.282901, 0.395495, 0.088301, 2.066695
16, 0.193526, 1.112973, 0.277217, 0.398699, 0.088205, 2.070620
16, 0.212538, 1.118538, 0.280291, 0.394904, 0.088245, 2.094516
16, 0.211969, 1.101653, 0.288535, 0.395338, 0.088307, 2.085802
16, 0.183033, 1.108302, 0.270459, 0.405687, 0.088330, 2.055811
16, 0.187636, 1.177298, 0.278187, 0.393720, 0.088238, 2.125079
16, 0.170130, 1.122967, 0.281280, 0.396516, 0.089116, 2.060009
